[公共事件 | 序章] 旁白/未命名: 在多元宇宙的無盡象限之中，存在著一個凡人肉眼無法觀測的維度
[公共事件 | 王都劇情3] 米勒: 這裡是阿爾卡迪亞，乃是王國的王都。
[公共事件 | 王都劇情3] 米勒: 為什麼魔王軍的爪牙敢在大街上光明正大地執行任
[公共事件 | 王都劇情3] 米勒: 務？
[公共事件 | 王都劇情3] 米勒: 王國的近衛軍呢？王國直屬的三大騎士團去哪嗎？
[公共事件 | 王都劇情3] 莉娜: (原本正在拍打裙擺灰塵的手停了下來，神情變得凝
[公共事件 | 王都劇情3] 莉娜: 重)
[公共事件 | 王都劇情3] 莉娜: ……說得對。
[公共事件 | 王都劇情3] 莉娜: 這裡可是阿爾卡迪亞，城防軍的防禦警戎理應是最
[公共事件 | 王都劇情3] 莉娜: 高等級的。
[公共事件 | 王都劇情3] 莉娜: 而且，剛才產生了那麼強烈的戰鬥。
[公共事件 | 王都劇情3] 莉娜: 王都居然連一個警告術式都沒有觸發……這太反常
[公共事件 | 王都劇情3] 莉娜: 了。
[公共事件 | 王都劇情3] 凱爾: (苦笑著搖了搖頭，神情黯淡)
[公共事件 | 王都劇情3] 凱爾: 那是因為，本該守護這座城市的「三大騎士團」，
[公共事件 | 王都劇情3] 凱爾: 現在已經名存實亡了。
[公共事件 | 王都劇情3] 凱爾: 現在的王都，正處於「一征、一失、一叛變」的絕
[公共事件 | 王都劇情3] 凱爾: 對空窗期。
[公共事件 | 王都劇情3] 凱爾: 而且……國王陛下也變得非常異常。
[公共事件 | 王都劇情3] 悠真: 一征一失一叛變？聽起來就像是那種遊戲末期必定
[公共事件 | 王都劇情3] 悠真: 會觸發的「王城淪陷」主線事件啊。
[公共事件 | 王都劇情3] 悠真: 具體是怎麼回事？
[公共事件 | 王都劇情3] 凱爾: 首先是「佩雷騎士團」。
[公共事件 | 王都劇情3] 凱爾: 前陣子他們被國王一紙詔書緊急調往北方邊境，說
[公共事件 | 王都劇情3] 凱爾: 是要防範魔王軍的主力。
[公共事件 | 王都劇情3] 凱爾: 現在根本遠水救不了近火。
[公共事件 | 王都劇情3] 凱爾: 接著是號稱王國最強的「焰龍騎士團」，他們去執
[公共事件 | 王都劇情3] 凱爾: 行一項極機密的討伐任務後。
[公共事件 | 王都劇情3] 凱爾: 就徹底下落不明，整支軍隊彷彿憑空消失了...
[公共事件 | 王都劇情3] 悠真: 等等，焰龍騎士團？
[公共事件 | 王都劇情3] 悠真: 我之前在數學村的時候，好像遇到過一個叫「卡爾」
[公共事件 | 王都劇情3] 悠真: 的大叔？
[公共事件 | 王都劇情3] 悠真: 我記得他說他就是焰龍騎士團的團長吧？
[公共事件 | 王都劇情3] 悠真: 而且他們為了討伐那個什麼四天王「數八星」，好
[公共事件 | 王都劇情3] 悠真: 像已經被打到差不多全軍覆沒了。
[公共事件 | 王都劇情3] 凱爾: (震驚地瞪大雙眼)
[公共事件 | 王都劇情3] 凱爾: 你、你說什麼？！焰龍騎士團全軍覆沒了？！
[公共事件 | 王都劇情3] 凱爾: 難怪……難怪他們遲遲沒有音訊！魔王軍的實力竟
[公共事件 | 王都劇情3] 凱爾: 然已經強到這種地步……
[公共事件 | 王都劇情3] 米勒: 既然最強的騎士團已經潰滅，那王都的防禦確實出現
[公共事件 | 王都劇情3] 米勒: 了致命的漏洞。
[公共事件 | 王都劇情3] 米勒: 不過，你剛才說的「叛變」又是怎麼回事？
[公共事件 | 王都劇情3] 凱爾: 這才是最絕望的地方...
[公共事件 | 王都劇情3] 凱爾: 負責守衛王宮和內部治安的「王都騎士團」，直接發
[公共事件 | 王都劇情3] 凱爾: 動了軍事政變！
[公共事件 | 王都劇情3] 凱爾: 他們清理了王宮裡所有反對的聲音，完全控制了國
[公共事件 | 王都劇情3] 凱爾: 王。
[公共事件 | 王都劇情3] 凱爾: 現在的國王就像個被操控的傀儡，對魔王軍在街頭
[公共事件 | 王都劇情3] 凱爾: 插滿「紫色火炬」的行為完全視而不見！
[公共事件 | 王都劇情3] 悠真: 紫色火炬？等等，你說的是街上那些中二的光影特
[公共事件 | 王都劇情3] 悠真: 效？
[公共事件 | 王都劇情3] 凱爾: 不，那根本不是普通的照明！那是魔王軍的手筆。
[公共事件 | 王都劇情3] 凱爾: 他們不知道用什麼甜言蜜語蒙騙了國王，把這些
[公共事件 | 王都劇情3] 凱爾: 詭異的火炬合法地插滿了王都的大街小巷。
[公共事件 | 王都劇情3] 凱爾: 這些火炬會不斷散發出一種特殊的精神波動，長時
[公共事件 | 王都劇情3] 凱爾: 間干擾百姓和低級職業者的「神知」。
[公共事件 | 王都劇情3] 莉娜: 干擾神知？難道會讓人變成失去理智的怪物？
[公共事件 | 王都劇情3] 凱爾: (搖搖頭，語氣充滿恐懼)
[公共事件 | 王都劇情3] 凱爾: 比那更糟……它的作用，是讓所有人開始極度「討
[公共事件 | 王都劇情3] 凱爾: 厭數學」！
[公共事件 | 王都劇情3] 悠真: (眼睛一亮，猛地點頭)
[公共事件 | 王都劇情3] 悠真: 討厭數學？這算什麼邪惡計畫？
[公共事件 | 王都劇情3] 悠真: 這根本是德政吧！
[公共事件 | 王都劇情3] 悠真: 魔王軍原來是站在學生這邊的嗎？！
[公共事件 | 王都劇情3] 米勒: (嘆了一口氣，拍了拍悠真的後腦勺)
[公共事件 | 王都劇情3] 悠真: 好痛...
[公共事件 | 王都劇情3] 悠真: 你幹嘛..
[公共事件 | 王都劇情3] 米勒: 悠真，用你的腦袋想一想這個世界的基礎運行邏輯。
[公共事件 | 王都劇情3] 米勒: 如果整個國家的百姓、工匠和軍隊，都因為神知被
[公共事件 | 王都劇情3] 米勒: 干擾而「討厭數學」
[公共事件 | 王都劇情3] 米勒: 就沒有人能解開高階魔法的公式，國家的防禦結界
[公共事件 | 王都劇情3] 米勒: 、經濟系統、甚至是建築結構都會隨之崩潰。
[公共事件 | 王都劇情3] 米勒: 這是一場從內部瓦解系統的「軟性死局 
[公共事件 | 王都劇情3] 米勒: (Soft-lock)」。
[公共事件 | 王都劇情3] 凱爾: 這位小哥說得完全正確！魔王軍正企圖從根基摧毀
[公共事件 | 王都劇情3] 凱爾: 阿爾卡迪亞！
[公共事件 | 王都劇情3] 凱爾: 我原本是出來調查火炬的魔力來源，結果不小心暴
[公共事件 | 王都劇情3] 凱爾: 露了行蹤，才會被 V4 盯上……
[公共事件 | 王都劇情3] 凱爾: 拜託你們了！看你們的身手，絕對不是普通的冒險
[公共事件 | 王都劇情3] 凱爾: 者。
[公共事件 | 王都劇情3] 凱爾: 讓我加入你們吧，我對王都的地形很熟，可以為
[公共事件 | 王都劇情3] 凱爾: 你們帶路，一起阻止這場陰謀！
[公共事件 | 王都劇情3] 悠真: 懂了。就是那種「王都篇限定的帶路隊友」對
[公共事件 | 王都劇情3] 悠真: 吧？
[公共事件 | 王都劇情3] 悠真: 通常打完這個章節，就會因為擋刀、斷後或是找媽
[公共事件 | 王都劇情3] 悠真: 媽之類的理由強制離隊。
[公共事件 | 王都劇情3] 悠真: 我玩過三X志什麼什麼, 對此可太熟了。
[公共事件 | 王都劇情3] 悠真: 沒問題，帶路就拜託你了，臨時隊友先生！
[公共事件 | 王都劇情3] 凱爾: .....
[公共事件 | 王都劇情3] 莉娜: (雙手叉腰，嘆了口氣，將話題拉回正軌)
[公共事件 | 王都劇情3] 莉娜: 好了，閒聊到此為止。既然收編了嚮導，那我們現
[公共事件 | 王都劇情3] 莉娜: 在到底該從哪裡著手？
[公共事件 | 王都劇情3] 莉娜: 別忘了，我們大老遠跑來王都，除了我要補貨化
[公共事件 | 王都劇情3] 莉娜: 妝品之外。
[公共事件 | 王都劇情3] 莉娜: 最重要的主線任務可是要打聽魔王軍四天王
[公共事件 | 王都劇情3] 莉娜: 「數地」的下落！
[公共事件 | 王都劇情3] 米勒: 點點頭，冷靜地分析)
[公共事件 | 王都劇情3] 米勒: 沒錯。根據黑貓參謀先前掌握的情報，這個叫「數地」
[公共事件 | 王都劇情3] 米勒: 的四天王目前處於極度虛弱的「重傷」狀態。
[公共事件 | 王都劇情3] 米勒: 結合剛剛 V4 接到的那通電話來看，這傢伙現在連
[公共事件 | 王都劇情3] 米勒: 出門的力氣都沒有。
[公共事件 | 王都劇情3] 悠真: 沒錯沒錯, 那家伙只能躲在安全的地方，靠吃高
[公共事件 | 王都劇情3] 悠真: 糖分的「皇家焦糖布丁」來緩慢回復 HP。
[公共事件 | 王都劇情3] 悠真: 這是我們找出他、並逼問出解咒方法與大賢者下落
[公共事件 | 王都劇情3] 悠真: 的絕佳機會。
[公共事件 | 王都劇情3] 凱爾: 你們……你們的目標居然是重傷的數地？！
[公共事件 | 王都劇情3] 凱爾: 如果是要找他，同時又要弄清楚魔王軍到底在王都
[公共事件 | 王都劇情3] 凱爾: 策劃什麼……我提議，我們直接去「皇宮」調查！
[公共事件 | 王都劇情3] 悠真: (挑了挑眉)
[公共事件 | 王都劇情3] 悠真: 喔？直搗黃龍？這節奏是不是跳太快了？
[公共事件 | 王都劇情3] 悠真: 一般不是都要先去練練等級，或者去下水道打打怪
[公共事件 | 王都劇情3] 悠真: 收集情報嗎？
[公共事件 | 王都劇情3] 凱爾: (搖搖頭，語氣堅定)
[公共事件 | 王都劇情3] 凱爾: 沒時間慢慢來了。既然國王陛下變得異常。
[公共事件 | 王都劇情3] 凱爾: 被叛變的騎士團嚴密控制，那裡絕對就是所有
[公共事件 | 王都劇情3] 凱爾: 陰謀的中心！
[公共事件 | 王都劇情3] 凱爾: 數地身受重傷，最有可能就是躲在皇宮深處，強行霸
[公共事件 | 王都劇情3] 凱爾: 佔王國的高階治癒資源來療傷。
[公共事件 | 王都劇情3] 凱爾: 以前在城防軍待過，知道一條王家密道，可以避開
[公共事件 | 王都劇情3] 凱爾: 大批守衛直通皇宮內部！
[公共事件 | 王都劇情3] 凱爾: 位於王都的西北方！
[公共事件 | 王都劇情3] 悠真: (興奮地拍了一下手)
[公共事件 | 王都劇情3] 悠真: 王家密道！這就是經典的潛入關卡啊！
[公共事件 | 王都劇情3] 悠真: 走走走，趁那個吃布丁的幹部還沒回滿血，我們這
[公共事件 | 王都劇情3] 悠真: 就出發去補刀！
[公共事件 | 王都劇情4] 莉娜: (拍打身上的灰塵，滿臉嫌棄)
[公共事件 | 王都劇情4] 莉娜: 咳咳……看來終於到了要到的地方了！
[公共事件 | 王都劇情4] 莉娜: 剛剛那個王家密道根本八百年沒人打掃了吧？我的附
[公共事件 | 王都劇情4] 莉娜: 魔絲絨長靴和裙擺全都是灰塵！這可是限定版耶！
[公共事件 | 王都劇情4] 米勒: (雙手抱胸，冷靜觀察，壓低聲音)
[公共事件 | 王都劇情4] 米勒: 安靜，莉娜。我們已經進入皇宮的王座廳了。
[公共事件 | 王都劇情4] 米勒: 前方 12 點鐘方向，目標確認。
[公共事件 | 王都劇情4] 米勒: 全員, 注意躲藏！
[公共事件 | 王都劇情4] ???: (畫面平移至大殿中央的王座。)
[公共事件 | 王都劇情4] 國王: (語氣天真且帶點委屈)
[公共事件 | 王都劇情4] 國王: 愛卿啊，為什麼朕身邊的親衛隊都換了生面孔？
[公共事件 | 王都劇情4] 國王: 而且宮裡的僕人們怎麼都不見了？
[公共事件 | 王都劇情4] 宰相: (面不改色)
[公共事件 | 王都劇情4] 宰相: 陛下息怒。僕人們前幾天食物中毒，已安排去城外
[公共事件 | 王都劇情4] 宰相: 休養了。
[公共事件 | 王都劇情4] 宰相: 而且親衛隊也換成臣挑選的精銳, 一切為了您的安
[公共事件 | 王都劇情4] 宰相: 全。
[公共事件 | 王都劇情4] 國王: (傻笑)
[公共事件 | 王都劇情4] 國王: 原來如此！真不愧是愛卿，竟然連護衛和食安問題
[公共事件 | 王都劇情4] 國王: 都替朕考慮到了。
[公共事件 | 王都劇情4] 國王: 真是辛苦你了！
[公共事件 | 王都劇情4] 悠真: (崩潰吐槽)
[公共事件 | 王都劇情4] 悠真: 這國王的 AI 智商也太低了吧？！集體食物中毒這
[公共事件 | 王都劇情4] 悠真: 種爛藉口也信？！
[公共事件 | 王都劇情4] 悠真: 還有旁邊那個大臣，倒八字眉配上那搓邪惡的小
[公共事件 | 王都劇情4] 悠真: 鬍子...
[公共事件 | 王都劇情4] 悠真: 這根本是標準的「奸臣臉」啊！這自帶反派光環的
[公共事件 | 王都劇情4] 悠真: 傢伙是誰？
[公共事件 | 王都劇情4] 凱爾: (咬牙切齒)
[公共事件 | 王都劇情4] 凱爾: 他就是「迪迪特」！發動軍事政變的混蛋！
[公共事件 | 王都劇情4] 凱爾: 他換掉忠臣、徹底架空陛下，絕對早就跟魔王軍勾
[公共事件 | 王都劇情4] 凱爾: 結在一起了！
[公共事件 | 王都劇情4] 米勒: 原來如此。既然迪佛特就是政變主謀
[公共事件 | 王都劇情4] 米勒: 那重傷的幹部「數地」，極高機率就躲在他的宅邸
[公共事件 | 王都劇情4] 米勒: 或皇宮密室裡養傷。
[公共事件 | 王都劇情4] 凱爾: 不可原諒……竟敢用這種下三濫的謊言欺騙陛下！
[公共事件 | 王都劇情4] 凱爾: 我現在就要去揭穿他的真面目，把陛下從騙局中
[公共事件 | 王都劇情4] 凱爾: 搖醒！
[公共事件 | 王都劇情4] 悠真: 喂！等等！凱爾！
[公共事件 | 王都劇情4] 悠真: 你這個NPC不要隨便衝出去觸發劇情啊！
[公共事件 | 王都劇情4] ???: (凱爾衝出掩體，拔出武器指著迪佛特。主角三人被迫暴露行蹤。)
[公共事件 | 王都劇情4] 凱爾: 迪迪特！你這個賣國賊！
[公共事件 | 王都劇情4] 凱爾: 陛下，您不要被他騙了！根本沒有食物中毒，外面
[公共事件 | 王都劇情4] 凱爾: 現在全都是魔王軍的人！
[公共事件 | 王都劇情4] 國王: (嚇了一跳)
[公共事件 | 王都劇情4] 國王: 咦？你是誰？怎麼會在朕的大殿裡對迪迪特愛卿大
[公共事件 | 王都劇情4] 國王: 呼小叫？
[公共事件 | 王都劇情4] 悠真: (跟著跑出來，一抬頭看清國王的臉，當場石化)
[公共事件 | 王都劇情4] 悠真: 等等……等等等等！！
[公共事件 | 王都劇情4] 悠真: 喂，莉娜、米勒！你們看王座上那傢伙的臉！
[公共事件 | 王都劇情4] 莉娜: (一臉茫然)
[公共事件 | 王都劇情4] 莉娜: 臉？不就是個穿著皺巴巴王袍的呆滯老頭嗎？
[公共事件 | 王都劇情4] 莉娜: 有什麼好大驚小怪的。
[公共事件 | 王都劇情4] 悠真: 不是啊！那是「大賢者」！
[公共事件 | 王都劇情4] 悠真: 序章裡那個給完我主線提示就人間蒸發的超重要
[公共事件 | 王都劇情4] 悠真: NPC 啊！
[公共事件 | 王都劇情4] 米勒: (冷靜回應)
[公共事件 | 王都劇情4] 米勒: 我和莉娜都未曾見過「大賢者」。
[公共事件 | 王都劇情4] 悠真: (瘋狂抓頭髮，大聲崩潰)
[公共事件 | 王都劇情4] 悠真: 廢話！那是因為序章的時候你們兩個根本還沒入隊
[公共事件 | 王都劇情4] 悠真: 啊！！
[公共事件 | 王都劇情4] 悠真: 這也太偷懶了吧！以為換了場景就沒人會發現
[公共事件 | 王都劇情4] 悠真: 嗎？！
[公共事件 | 王都劇情4] 悠真: 直接把大賢者的Face圖片跟行走圖拿來當國王用！
[公共事件 | 王都劇情4] 悠真: 難怪這國王智商這麼低！
[公共事件 | 王都劇情4] 悠真: 原來是把屬性點全都點在魔法上，完全沒點政治腦
[公共事件 | 王都劇情4] 悠真: 嗎？！
